PaperID,Author,Year,Study,Subgroup,Gesture,Comparison,Baseline,Age (days),N,d,var(d),Presentation time (seconds),Response time (seconds),Modelling while responding,Setting of Data Collection,Who Delivers the Modelling,Exposure Quantity,Exposure Duration Per Slice,Response Quantity,Response Duration Per Slice,Total Exposure Duration,Total Response Duration,Trials-to-criterion,Infant Alertness Measured,How was Infant Alertness Measured,AlertM,Measure of Alertness or Attention by Infants,Reports How Sample Size Was Determined,Reports Statistical Power,Analysis Method,Analysis Method category,Analysis Method Appropriate for Correlated Data,Analysis Method Appropriate for Counts,Initial Sample Size,Number of Dropouts,Reported Participant Flow,Reason for Dropouts,Final Sample Size,Proportion of Sample Dropped
Meltzoff1977,Meltzoff,1977,Meltzoff1977_2,Experiment 2,Mouth opening,Baseline,1,19.3,12,1.313873572,0.22461811,15,150,1,Not reported,Experimenter,Trials-to-criterion,15,1,150,15,20,0,No,Not reported,Not reported,Not reported,No,No,Wilcoxon matched-pairs signed-rank test,Signed rank,Yes,Yes,,,0,Not reported,12,
Meltzoff1977,Meltzoff,1977,Meltzoff1977_2,Experiment 2,Mouth opening,Tongue protrusion,0,19.3,12,1.313873572,0.22461811,15,150,1,Not reported,Experimenter,Trials-to-criterion,15,1,150,15,150,0,No,Not reported,Not reported,Not reported,No,No,Wilcoxon matched-pairs signed-rank test,Signed rank,Yes,Yes,,,0,Not reported,12,
Meltzoff1977,Meltzoff,1977,Meltzoff1977_2,Experiment 2,Tongue protrusion,Baseline,1,19.3,12,2.067429667,0.287791705,15,150,1,Not reported,Experimenter,Trials-to-criterion,15,1,150,15,150,0,No,Not reported,Not reported,Not reported,No,No,Wilcoxon matched-pairs signed-rank test,Signed rank,Yes,Yes,,,0,Not reported,12,
Meltzoff1977,Meltzoff,1977,Meltzoff1977_2,Experiment 2,Tongue protrusion,Mouth opening,0,19.3,12,2.067429667,0.287791705,15,150,1,Not reported,Experimenter,Trials-to-criterion,15,1,150,15,150,0,No,Not reported,Not reported,Not reported,No,No,Wilcoxon matched-pairs signed-rank test,Signed rank,Yes,Yes,,,0,Not reported,12,
Meltzoff1983,Meltzoff,1983,Meltzoff1983_1,,Mouth opening,Tongue protrusion,0,1.3375,40,0.714674751,0.054640105,20,20,1,Hospital,Experimenter,6,20,6,20,120,120,0,Yes,"Just says ""while maintaining a quiet alert state""",Experimenter judge,Not reported,No,No,Wilcoxon matched-pairs signed-rank test,Signed rank,Yes,Yes,107,67,1,"Falling asleep 30%, crying 27%, spitting 24%, hiccuping 15%, bowel movement 4%",40,1.675
Meltzoff1983,Meltzoff,1983,Meltzoff1983_1,,Tongue protrusion,Mouth opening,0,1.3375,40,1.046713906,0.058485273,20,20,1,Hospital,Experimenter,6,20,6,20,120,120,0,Yes,"Just says ""while maintaining a quiet alert state""",Experimenter judge,Not reported,No,No,Wilcoxon matched-pairs signed-rank test,Signed rank,Yes,Yes,107,67,1,"Falling asleep 30%, crying 27%, spitting 24%, hiccuping 15%, bowel movement 4%",40,1.675
Meltzoff1989,Meltzoff,1989,Meltzoff1989_1,,Tongue protrusion,Head movement,0,1.689583333,40,0.799435041,0.055483868,20,20,1,Hospital,Experimenter,6,20,6,20,120,120,0,Yes,"Just says ""while maintaining a quiet alert state""",Experimenter judge,Not reported,No,No,Wilcoxon matched-pairs signed-rank test,Signed rank,Yes,Yes,93,53,1,"crying (36%), falling asleep (23%), spitting or choking uncontrollably (19%), hiccuping (13%), or having a bowel movement during the test session (9%).",40,1.325
Meltzoff1989,Meltzoff,1989,Meltzoff1989_1,,Head movement,Tongue protrusion,0,1.689583333,40,1.61942563,0.068524256,20,20,1,Hospital,Experimenter,6,20,6,20,120,120,0,Yes,"Just says ""while maintaining a quiet alert state""",Experimenter judge,Not reported,No,No,Wilcoxon matched-pairs signed-rank test,Signed rank,Yes,Yes,93,53,1,"crying (36%), falling asleep (23%), spitting or choking uncontrollably (19%), hiccuping (13%), or having a bowel movement during the test session (9%).",40,1.325
Meltzoff1992,Meltzoff,1992,Meltzoff1992_1,,Tongue protrusion,Mouth opening,0,42.84,32,1.512344073,0.083556167,15,15,1,University,Both mother and stranger,,15,,15,90,90,0,No,Not reported,Not reported,Not reported,No,No,Wilcoxon matched-pairs signed-rank test,Signed rank,Yes,Yes,57,25,1,"fussing (11), hiccoughing, spitting, choking uncontrollably (10), sleeping (1), or having a bowel movement during the test (3).",32,0.78125
Meltzoff1992,Meltzoff,1992,Meltzoff1992_1,,Mouth opening,Tongue protrusion,0,42.84,32,0.390881552,0.065788041,15,15,1,University,Both mother and stranger,,15,,15,90,90,0,No,Not reported,Not reported,Not reported,No,No,Wilcoxon matched-pairs signed-rank test,Signed rank,Yes,Yes,57,25,1,"fussing (11), hiccoughing, spitting, choking uncontrollably (10), sleeping (1), or having a bowel movement during the test (3).",32,0.78125
Meltzoff1994,Meltzoff,1994,Meltzoff1994_1,,Tongue protrusion,Baseline,1,41.72,40,4.068790016,0.160125261,15,15,1,University,Experimenter,,15,,15,90,90,0,Yes,"Just says ""when in a quiet alert state""",Experimenter judge,Not reported,No,No,"t test, not sure if repeated measures, but they also say they did nonparametric statistcs and square root transform, although not whether this fixed the distributional problem",t-test,Unclear,No,69,29,1,"failure to return for all three test sessions (n = 3), fussing (n = 14), hiccoughing, spitting up, or choking uncontrollably (n = 9). sleeping (n = 2), or having a bowel movement during the test (n = 1)",40,0.725
Meltzoff1994,Meltzoff,1994,Meltzoff1994_1,,Tongue protrusion,Mouth opening,0,41.72,40,5.418167042,0.244290165,15,15,1,University,Experimenter,,15,,15,90,90,0,Yes,"Just says ""when in a quiet alert state""",Experimenter judge,Not reported,No,No,"t test, not sure if repeated measures, but they also say they did nonparametric statistcs and square root transform, although not whether this fixed the distributional problem",t-test,Unclear,No,69,29,1,"failure to return for all three test sessions (n = 3), fussing (n = 14), hiccoughing, spitting up, or choking uncontrollably (n = 9). sleeping (n = 2), or having a bowel movement during the test (n = 1)",40,0.725
Meltzoff1994,Meltzoff,1994,Meltzoff1994_1,,Mouth opening,Baseline,1,41.72,40,1.414213562,0.064431295,15,15,1,University,Experimenter,,15,,15,90,90,0,Yes,"Just says ""when in a quiet alert state""",Experimenter judge,Not reported,No,No,"t test, not sure if repeated measures, but they also say they did nonparametric statistcs and square root transform, although not whether this fixed the distributional problem",t-test,Unclear,No,69,29,1,"failure to return for all three test sessions (n = 3), fussing (n = 14), hiccoughing, spitting up, or choking uncontrollably (n = 9). sleeping (n = 2), or having a bowel movement during the test (n = 1)",40,0.725
Meltzoff1994,Meltzoff,1994,Meltzoff1994_1,,Mouth opening,Tongue protrusion,0,41.72,40,1.713841237,0.070593371,15,15,1,University,Experimenter,,15,,15,90,90,0,Yes,"Just says ""when in a quiet alert state""",Experimenter judge,Not reported,No,No,"t test, not sure if repeated measures, but they also say they did nonparametric statistcs and square root transform, although not whether this fixed the distributional problem",t-test,Unclear,No,69,29,1,"failure to return for all three test sessions (n = 3), fussing (n = 14), hiccoughing, spitting up, or choking uncontrollably (n = 9). sleeping (n = 2), or having a bowel movement during the test (n = 1)",40,0.725
Nagy2007,Nagy,2007,Nagy2007_1,,Hand movement,Baseline,1,2.1,41,0.471179371,0.051422252,,,1,Hospital,Experimenter,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,,49.64,1,No,Not reported,Not reported,Not reported,No,No,Repeated measures analysis of variance,ANOVA,Yes,No,43,2,1,sleeping,41,0.048780488
Nagy2007,Nagy,2007,Nagy2007_1,,Finger movement,Baseline,1,2.1,41,0.755784361,0.053659314,,,1,Hospital,Experimenter,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,,49.64,1,No,Not reported,Not reported,Not reported,No,No,Repeated measures analysis of variance,ANOVA,Yes,No,43,2,1,sleeping,41,0.048780488
Nagy2007,Nagy,2007,Nagy2007_1,,Finger movement partial,Baseline,1,2.1,41,0.79689397,0.054068225,,,1,Hospital,Experimenter,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,,49.64,1,No,Not reported,Not reported,Not reported,No,No,Repeated measures analysis of variance,ANOVA,Yes,No,43,2,1,sleeping,41,0.048780488
Nagy2014,Nagy,2014,Nagy2014_1,Left condition,Index finger point,Baseline,1,2.11,37,2.020126009,0.084682414,,30,1,Hospital,Experimenter,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,,30,1,No,Not reported,Not reported,Not reported,No,No,Mixed effects MANOVA,ANOVA,Yes,No,133,12,1,fussiness or sleep or incomplete dataset,121,0.099173554
Nagy2014,Nagy,2014,Nagy2014_2,Right condition,Index finger point,Baseline,1,2.11,43,1.719547064,0.065638352,,30,1,Hospital,Experimenter,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,,30,1,No,Not reported,Not reported,Not reported,No,No,Mixed effects MANOVA,ANOVA,Yes,No,133,12,1,fussiness or sleep or incomplete dataset,121,0.099173554
Nagy2014,Nagy,2014,Nagy2014_3,Both condition,Index finger point,Baseline,1,2.11,41,0.326598632,0.050683333,,30,1,Hospital,Experimenter,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,Trials-to-criterion,,30,1,No,Not reported,Not reported,Not reported,No,No,Mixed effects MANOVA,ANOVA,Yes,No,133,12,1,fussiness or sleep or incomplete dataset,121,0.099173554
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Tongue protrusion,Mouth opening,0,7,74,0.26,0.027631938,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Tongue protrusion,Tube protrusion,0,7,66,0.31,0.031144533,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Tongue protrusion,Box opening,0,7,64,0.28,0.032062081,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Tongue protrusion,Happy face,0,7,74,0.19,0.027522584,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Tongue protrusion,Sad face,0,7,74,0.28,0.027669431,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Tongue protrusion,Finger protrusion,0,7,75,0.25,0.027241029,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Tongue protrusion,Grasping,0,7,73,0.2,0.027918596,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Tongue protrusion,MMM sound,0,7,69,0.37,0.029922475,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Tongue protrusion,EEE sound,0,7,69,0.39,0.029979179,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Tongue protrusion,CLICK sound,0,7,67,0.2,0.030456841,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Mouth opening,Tongue protrusion,0,7,73,0.05,0.027786579,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Mouth opening,Tube protrusion,0,7,65,0.11,0.031298004,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Mouth opening,Box opening,0,7,64,0.27,0.032039909,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Mouth opening,Happy face,0,7,74,0.04,0.027402815,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Mouth opening,Sad face,0,7,74,0.03,0.027400385,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Mouth opening,Finger protrusion,0,7,74,0.05,0.027405939,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Mouth opening,Grasping,0,7,72,0.14,0.028239,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Mouth opening,MMM sound,0,7,68,0.1,0.029888617,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Mouth opening,EEE sound,0,7,68,0.24,0.030068879,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Mouth opening,CLICK sound,0,7,68,0.27,0.030126821,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Happy face,Tongue protrusion,0,7,74,-0.12,0.027447251,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Happy face,Mouth opening,0,7,74,-0.17,0.027497589,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Happy face,Sad face,0,7,74,-0.12,0.027447251,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Sad face,EEE sound,0,7,68,-0.12,0.02990528,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Finger protrusion,Tongue protrusion,0,7,75,-0.02,0.027028397,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Finger protrusion,Mouth opening,0,7,74,0.04,0.027402815,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Finger protrusion,Tube protrusion,0,7,68,0.17,0.029960192,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Finger protrusion,Box opening,0,7,65,0.22,0.031442017,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Finger protrusion,Happy face,0,7,74,0.01,0.027397607,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Finger protrusion,Sad face,0,7,74,0.09,0.02742538,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Finger protrusion,Grasping,0,7,75,0.19,0.027150635,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Finger protrusion,MMM sound,0,7,71,0.15,0.028652934,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Finger protrusion,EEE sound,0,7,71,0.12,0.028623592,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Finger protrusion,CLICK sound,0,7,69,0.04,0.029417734,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Grasping,Tongue protrusion,0,7,73,-0.11,0.027820375,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Grasping,Mouth opening,0,7,72,-0.01,0.028169371,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Grasping,Tube protrusion,0,7,66,0.04,0.030775479,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Grasping,Box opening,0,7,63,0.13,0.032327309,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Grasping,Happy face,0,7,72,-0.05,0.028177941,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Grasping,Sad face,0,7,72,0.01,0.028169371,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Grasping,Finger protrusion,0,7,75,-0.08,0.027048941,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Grasping,MMM sound,0,7,71,0.11,0.02861526,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Grasping,EEE sound,0,7,69,0.09,0.029441982,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,Grasping,CLICK sound,0,7,69,-0.03,0.029415122,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,MMM sound,Tongue protrusion,0,7,69,-0.12,0.029465484,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,MMM sound,Mouth opening,0,7,68,-0.07,0.029869303,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,MMM sound,Tube protrusion,0,7,65,-0.18,0.03137854,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,MMM sound,Box opening,0,7,62,0,0.032786885,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,MMM sound,Happy face,0,7,68,0.12,0.02990528,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,MMM sound,Sad face,0,7,68,0,0.029850746,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,MMM sound,Finger protrusion,0,7,71,0,0.028571429,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,MMM sound,Grasping,0,7,71,-0.21,0.028731179,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,MMM sound,CLICK sound,0,7,69,-0.24,0.029626644,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,EEE sound,Box opening,0,7,62,-0.13,0.032857283,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,CLICK sound,Tongue protrusion,0,7,67,-0.03,0.030306491,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
Oostenbroek2016,Oostenbroek,2016,Oostenbroek2016_1,1 week,CLICK sound,Mouth opening,0,7,66,-0.15,0.030857101,15,15,1,Home,Experimenter,2,15,4,15,60,300,0,Yes,"Just says ""in a quiet, alert state""",Experimenter judge,Not reported,No,No,GLMM,GLMM,Yes,Yes,106,,1,,77,0.376623377
